Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
001230,KOSPI,동국제강,1차 철강 제조업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",1988-05-09,12월,"장세욱, 김연극",http://www.dongkuk.co.kr,서울특별시
005960,KOSPI,동부건설,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",1978-10-30,12월,허상희,http://dbcon.dongbu.co.kr,서울특별시
014820,KOSPI,동원시스템즈,플라스틱제품 제조업,포장용 플라스틱제품 제조 외,1994-03-29,12월,조점근,http://dongwonsystems.com/,경기도
210540,KOSPI,디와이파워,특수 목적용 기계 제조업,유공압기기 등,2015-01-15,12월,박치웅,http://power.dy.co.kr,경상남도
007340,KOSPI,디티알오토모티브,일차전지 및 축전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌 김원종,http://www.x-probattery.co.kr,울산광역시
011170,KOSPI,롯데케미칼,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조",1991-05-30,12월,"신동빈,김교현,이영준,황진구",http://www.lottechem.com,서울특별시
138040,KOSPI,메리츠금융지주,기타 금융업,투자사업,2011-05-13,12월,김용범,http://www.meritzgroup.com,서울특별시
006800,KOSPI,미래에셋증권,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수",1975-09-30,12월,"최현만, 김재식",http://securities.miraeasset.com,서울특별시
006400,KOSPI,삼성SDI,일차전지 및 축전지 제조업,"2차전지, 전자재료 제조 판매",1979-02-27,12월,전영현,http://www.samsungsdi.co.kr,경기도
207940,KOSPI,삼성바이오로직스,기초 의약물질 및 생물학적 제제 제조업,바이오의약품,2016-11-10,12월,임존종보 (Rim John Chongbo),http://www.samsungbiologics.com,인천광역시
028050,KOSPI,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",1996-12-24,12월,최성안,http://www.samsungengineering.co.kr,서울특별시
009150,KOSPI,삼성전기,전자부품 제조업,"영상,음향,통신장비,모듈,다층인쇄회로기판,적층세라믹콘덴서,고주파필터,전압제어발진기,온도보상형수정발진기,칩인덕터,디지털위성방송수신기,광픽업,편향코일",1979-02-27,12월,경계현,http://www.sem.samsung.co.kr,경기도
005930,KOSPI,삼성전자,통신 및 방송 장비 제조업,"IMT2000 서비스용 동기식 기지국,교환국장비,데이터단말기,동영상휴대폰,핵심칩,반도체제품,사무,계산 및 회계용기계",1975-06-11,12월,"김기남, 김현석, 고동진",http://www.sec.co.kr,경기도
016360,KOSPI,삼성증권,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선",1988-03-28,12월,장석훈,http://www.samsungpop.com,서울특별시
006110,KOSPI,삼아알미늄,1차 비철금속 제조업,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출",1980-12-05,12월,"한남희,하상용",http://www.sama-al.com,경기도
272550,KOSPI,삼양패키징,플라스틱제품 제조업,PET 용기 및 아셉틱 OEM,2017-11-29,12월,조덕희,http://www.samyangpackaging.co.kr/,서울특별시
002810,KOSPI,삼영무역,기타 전문 도매업,"화공약품, 안경렌즈",1988-03-28,12월,이승용,http://www.samyung.co.kr,서울특별시
004380,KOSPI,삼익THK,일반 목적용 기계 제조업,"직선운동시스템,메카트로시스템,기타정밀 자동화기기 제조,판매/전자상거래,인터넷 관련 s/w,h/w 개발,판매,유지보수",1989-09-26,12월,"진영환, 전영배",http://www.samickthk.co.kr,대구광역시
001820,KOSPI,삼화콘덴서,전자부품 제조업,콘덴서(축전기) 제조,1976-06-26,12월,"오영주, 박진",http://www.samwha.com,경기도
248170,KOSPI,샘표식품,기타 식품 제조업,간장,2016-08-09,12월,박진선,http://www.sempio.com,서울특별시
008490,KOSPI,서흥,기타 화학제품 제조업,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매",1990-03-27,12월,양주환,http://www.suheung.com,충청북도
001430,KOSPI,세아베스틸,1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입",1991-03-12,12월,"김철희, 박준두",http://www.seahbesteel.co.kr,서울특별시
306200,KOSPI,세아제강,1차 철강 제조업,강관,2018-10-05,12월,"이휘령, 김석일",http://www.seahsteel.co.kr,서울특별시
003030,KOSPI,세아제강지주,기타 금융업,경영컨설팅업,1969-05-13,12월,"이순형, 김태현",http://www.seahsteel.co.kr/company/holdings/,서울특별시
336370,KOSPI,솔루스첨단소재,전자부품 제조업,"동박, 유압기기 등",2019-10-18,12월,"진대제, 서광벽(각자 대표이사)",http://www.solusadvancedmaterials.com,전라북도
248070,KOSPI,솔루엠,전자부품 제조업,"POWER, 3in1 Board, ESL 등",2021-02-02,12월,전성호,http://www.solu-m.com,경기도
011930,KOSPI,신성이엔지,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31,12월,"이지선, 안윤수",http://www.shinsungeng.com,경기도
005390,KOSPI,신성통상,기타 전문 도매업,"의류,악세사리(모자,벨트,가방) 도매/의류 제조",1975-12-22,06월,대표이사 염태순,http://www.ssts.co.kr,서울특별시
004170,KOSPI,신세계,종합 소매업,"백화점,할인점(E마트)",1985-08-19,12월,차정호,http://www.shinsegae.com,서울특별시
035510,KOSPI,신세계 I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",2006-05-18,12월,손정현,http://www.shinsegae-inc.com,서울특별시
031430,KOSPI,신세계인터내셔날,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매",2011-07-14,12월,"장재영, 이길한, 손문국 (각자대표)",http://www.sikorea.co.kr,서울특별시
031440,KOSPI,신세계푸드,음식점업,"단체급식, 식자재유통, 외식",2010-04-29,12월,송현석,http://www.shinsegaefood.com,서울특별시
055550,KOSPI,신한지주,기타 금융업,금융지주회사,2001-09-10,12월,조용병,http://www.shinhangroup.com,서울특별시
003410,KOSPI,쌍용C&E,"시멘트, 석회, 플라스터 및 그 제품 제조업",시멘트(크링카),1975-05-03,12월,"홍사승, 이현준 (각자)대표집행임원",http://www.ssangyongcement.co.kr,서울특별시
112610,KOSPI,씨에스윈드,"구조용 금속제품, 탱크 및 증기발생기 제조업",풍력발전타워 제조,2014-11-27,12월,"김성권, 김승범",http://www.cswind.com,충청남도
090430,KOSPI,아모레퍼시픽,기타 화학제품 제조업,"화장품,생활용품 제조, 판매",2006-06-29,12월,"서경배, 안세홍",http://www.apgroup.com,서울특별시
183190,KOSPI,아세아시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",2013-11-06,12월,"이훈범, 김웅종, 임경태",http://www.asiacement.co.kr,서울특별시
010780,KOSPI,아이에스동서,"내화, 비내화 요업제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",1986-01-27,12월,"허석헌, 정원호, 김갑진(각자 대표이사)",http://www.isdongseo.co.kr,서울특별시
161000,KOSPI,애경유화,기초 화학물질 제조업,오르토프탈산디옥틸,2012-09-17,12월,박흥식,,서울특별시
011090,KOSPI,에넥스,가구 제조업,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매",1995-07-08,12월,박진규,http://www.enex.co.kr,서울특별시
137310,KOSPI,에스디바이오센서,의료용 기기 제조업,STANDARD Q 항원/항체 진단키트(COVID-19 진단키트),2021-07-16,12월,이효근,http://sdbiosensor.co.kr/,경기도
005850,KOSPI,에스엘,자동차 신품 부품 제조업,"자동차부품(자동차램프류,샤시와조향기기,케스터홀더) 제조",1988-11-08,12월,"이성엽,김한영,김정현",http://www.slworld.com,대구광역시
036570,KOSPI,엔씨소프트,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22,12월,김택진,http://www.ncsoft.net,서울특별시
111770,KOSPI,영원무역,상품 종합 도매업,스포츠의류,2009-07-30,12월,성기학,,서울특별시
006740,KOSPI,영풍제지,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,이관형,http://www.yp21.co.kr,경기도
007310,KOSPI,오뚜기,기타 식품 제조업,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",1994-08-12,12월,"함영준, 황성만",http://www.ottogi.co.kr,경기도
316140,KOSPI,우리금융지주,기타 금융업,금융지주,2019-02-13,12월,손태승,http://www.woorifg.com/,서울특별시
014830,KOSPI,유니드,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",2004-12-03,12월,"이화영, 정의승(2인, 각자 대표이사)",http://www.unid.co.kr,서울특별시
008250,KOSPI,이건산업,나무제품 제조업,"컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대",1988-10-21,12월,"박승준, 이길수",http://www.eagon.com,인천광역시
214320,KOSPI,이노션,광고업,광고대행 및 광고물의 제작 등,2015-07-17,12월,이용우,http://www.innocean.com,서울특별시
139480,KOSPI,이마트,종합 소매업,대형마트,2011-06-10,12월,강희석,http://emartcompany.com/ko/main.do,서울특별시
005950,KOSPI,이수화학,기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매",1988-04-28,12월,류승호,http://www.isuchemical.co.kr,서울특별시
020150,KOSPI,일진머티리얼즈,전자부품 제조업,"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매",2011-03-04,12월,"정병국, 양점식 (각자대표)",http://www.iljinm.co.kr,전라북도
317400,KOSPI,자이에스앤디,부동산 임대 및 공급업,"부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양",2019-11-06,12월,엄관석,http://www.xisnd.com/,서울특별시
030000,KOSPI,제일기획,광고업,"광고 대행/광고물,영화 제작,인쇄,출판",1998-03-03,12월,유정근,http://www.cheil.co.kr,서울특별시
004910,KOSPI,조광페인트,기타 화학제품 제조업,"도료(우레탄,에나멜,락카,특수도료) 제조,도매",1976-12-27,12월,양성아,http://www.chokwangpaint.co.kr,부산광역시
018470,KOSPI,조일알미늄,1차 비철금속 제조업,"알루미늄판 제조,도매",1988-11-22,12월,"이영호,박동수",http://www.choilal.co.kr,경상북도
185750,KOSPI,종근당,의약품 제조업,"딜라트렌,리피로우",2013-12-06,12월,김영주,http://www.ckdpharm.com,서울특별시
063160,KOSPI,종근당바이오,의약품 제조업,"의약품,원료의약품 제조",2001-12-11,12월,이정진,http://www.ckdbio.com,서울특별시
013890,KOSPI,지누스,가구 제조업,매트리스 및 가구제품,2019-10-30,12월,이윤재,http://www.zinus.co.kr,경기도
035720,KOSPI,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고),2017-07-10,12월,"여민수, 조수용",http://www.kakaocorp.com,제주특별자치도
006380,KOSPI,카프로,기초 화학물질 제조업,"카프로락탐,유안비료 제조",1974-05-28,12월,권용대,http://www.hcccapro.co.kr,서울특별시
003690,KOSPI,코리안리,재 보험업,금융보험/부동산 임대,1969-12-22,12월,원종규,http://www.koreanre.co.kr,서울특별시
005070,KOSPI,코스모신소재,기타 화학제품 제조업,"이차전지양극활물질,기능성필름",1987-09-28,12월,홍동환,http://www.cosmoamt.com,충청북도
005420,KOSPI,코스모화학,기타 화학제품 제조업,"이산화티타늄 및 부산물, 황산코발트 및 부산물",1987-07-23,12월,안성덕,http://www.cosmochem.co.kr,서울특별시
002020,KOSPI,코오롱,기타 금융업,지주회사,1975-06-23,12월,안병덕,http://www.kolon.com,경기도
120110,KOSPI,코오롱인더,화학섬유 제조업,"산업자재, 화학, 필름",2010-02-01,12월,"장희구, 유석진",,서울특별시
138490,KOSPI,코오롱플라스틱,합성고무 및 플라스틱 물질 제조업,엔지니어링플라스틱,2011-06-15,12월,방민수,http://www.kolonplastics.com,경상북도
039490,KOSPI,키움증권,금융 지원 서비스업,"유가증권의 매매, 위탁, 인수, 주선",2009-08-03,12월,이 현,http://www.kiwoom.com,서울특별시
009410,KOSPI,태영건설,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",1989-11-13,12월,이재규,http://www.taeyoung.com,경기도
028670,KOSPI,팬오션,해상 운송업,"해상화물운송(외항,운수보관)",2007-09-21,12월,"김홍국, 안중호(각자 대표이사)",http://www.panocean.com,서울특별시
058430,KOSPI,포스코강판,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",2002-08-16,12월,윤양수,http://www.poscocnc.com,경상북도
047050,KOSPI,포스코인터내셔널,상품 중개업,"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조",2001-03-23,12월,대표이사 사장 주시보,http://www.poscointl.com,서울특별시
003670,KOSPI,포스코케미칼,"내화, 비내화 요업제품 제조업","내화물, 생석회, 음극재 및 양극재",2019-05-29,12월,민경준,http://www.poscochemical.com/,경상북도
103140,KOSPI,풍산,1차 비철금속 제조업,,2008-07-30,12월,"류진, 박우동",http://www.poongsan.co.kr,경기도
086790,KOSPI,하나금융지주,기타 금융업,기타 금융,2005-12-12,12월,김정태,http://www.hanafn.com,서울특별시
000080,KOSPI,하이트진로,알코올음료 제조업,소주,2009-10-19,12월,김인규,http://www.hitejinro.com,서울특별시
071050,KOSPI,한국금융지주,기타 금융업,금융지주회사,2003-07-21,12월,김남구,http://www.koreaholdings.com,서울특별시
002960,KOSPI,한국쉘석유,석유 정제품 제조업,"윤활유,그리스 제조,도매",1988-08-10,12월,오지원 (대표이사 직무대행 이사),http://www.shell.co.kr,부산광역시
123890,KOSPI,한국자산신탁,신탁업 및 집합투자업,"부동산 신탁 서비스, REITs",2016-07-13,12월,김규철,http://www.kait.com,서울특별시
015760,KOSPI,한국전력,전기업,"전력자원개발,발전,송전,전력용기자재확보",1989-08-10,12월,정승일,http://www.kepco.co.kr,전라남도
009540,KOSPI,한국조선해양,선박 및 보트 건조업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",1999-08-24,12월,"권오갑, 가삼현 (각자 대표이사)",http://www.ksoe.co.kr,서울특별시
017960,KOSPI,한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",1995-07-08,12월,"조문수, 이명화 공동대표이사",http://www.hcarbon.com,경상남도
161890,KOSPI,한국콜마,기타 화학제품 제조업,"화장품, 의약품",2012-10-19,12월,안병준,,세종특별자치시
034830,KOSPI,한국토지신탁,신탁업 및 집합투자업,부동산신탁 등,2016-07-11,12월,"차정훈,최윤성(각자대표)",http://www.koreit.co.kr,서울특별시
047810,KOSPI,한국항공우주,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",2011-06-30,12월,안현호,http://www.koreaaero.com,경상남도
123690,KOSPI,한국화장품,생활용품 도매업,화장품,2010-06-01,12월,이용준,http://www.ihkcos.co.kr,서울특별시
002390,KOSPI,한독,의약품 제조업,"의약품(소화제,크라포란,라식스)제조,도매,부동산 임대",1976-06-30,12월,"김영진, 백진기",http://www.handok.co.kr,서울특별시
042700,KOSPI,한미반도체,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",2005-07-22,12월,곽동신,http://www.hanmisemi.com,인천광역시
009240,KOSPI,한샘,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매",2002-07-16,12월,"조창걸, 강승수",http://www.hanssem.com,경기도
020000,KOSPI,한섬,봉제의복 제조업,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",1996-07-03,12월,김민덕,http://www.handsome.co.kr,서울특별시
105630,KOSPI,한세실업,봉제의복 제조업,의류 완제품,2009-03-20,12월,"김익환, 조희선",http://www.hansae.com,서울특별시
014680,KOSPI,한솔케미칼,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출",1989-05-20,12월,박원환,http://www.hansolchemical.com,서울특별시
004960,KOSPI,한신공영,건물 건설업,"토목공사,건축공사,주택건설,유통업(백화점),문화교실,주차장",1976-07-07,12월,"최문규,전재식(각자 대표이사)",http://www.hanshinc.com,경기도
300720,KOSPI,한일시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 레미탈",2018-08-06,12월,"허기수, 전근식",http://www.hanilcement.com,서울특별시
009830,KOSPI,한화솔루션,기초 화학물질 제조업,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업",1974-06-19,12월,"이구영, 김희철, 류두형, 김동관, 김은수",http://hcc.hanwha.co.kr,서울특별시
195870,KOSPI,해성디에스,전자부품 제조업,반도체 패키지용 Substrate,2016-06-24,12월,조병학,http://www.haesungds.com,경상남도
000720,KOSPI,현대건설,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",1984-12-22,12월,윤영준,http://www.hdec.kr,서울특별시
267270,KOSPI,현대건설기계,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,공기영,http://www.hyundai-ce.com,서울특별시
086280,KOSPI,현대글로비스,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",2005-12-26,12월,김정훈,http://www.glovis.net,서울특별시
064350,KOSPI,현대로템,철도장비 제조업,"철도차량, 특수중기, 산업기계",2013-10-30,12월,이용배,http://www.hyundai-rotem.co.kr,경상남도
079430,KOSPI,현대리바트,가구 제조업,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조",2005-11-22,12월,윤기철,http://www.hyundailivart.co.kr,경기도
012330,KOSPI,현대모비스,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",1989-09-05,12월,"정의선, 조성환",http://www.mobis.co.kr,서울특별시
