Date,Close,T_noise,T_trend,T_mix
2003-01-29,5337.0,0.05,0.06667,0.058335
2003-01-30,5399.0,0.25833,0.05833,0.15833
2003-02-03,5483.0,0.54167,0.04167,0.29167
2003-02-04,5483.0,0.71667,0.1,0.408335
2003-02-05,5490.0,0.73333,0.20833,0.47083
2003-02-06,5370.0,0.50833,0.425,0.466665
2003-02-07,5263.0,0.3,0.61667,0.458335
2003-02-10,5292.0,0.26667,0.70833,0.4875
2003-02-11,5249.0,0.2,0.625,0.4125
2003-02-12,5337.0,0.2833299999999999,0.425,0.3541649999999999
2003-02-13,5227.0,0.35,0.25833,0.304165
2003-02-14,5269.0,0.49167,0.16667,0.32917
2003-02-17,5533.0,0.8916700000000001,0.30833,0.6000000000000001
2003-02-18,5549.0,0.85,0.49167,0.6708350000000001
2003-02-19,5511.0,0.775,0.69167,0.7333350000000001
2003-02-20,5575.0,0.75,0.79167,0.7708349999999999
2003-02-21,5549.0,0.625,0.85,0.7375
2003-02-24,5696.0,0.74167,0.85833,0.8
2003-02-25,5470.0,0.25,0.85,0.55
2003-02-26,5428.0,0.225,0.71667,0.470835
2003-02-27,5364.0,0.125,0.375,0.25
2003-02-28,5292.0,0.1,0.26667,0.183335
2003-03-03,5440.0,0.275,0.225,0.25
2003-03-04,5298.0,0.15833,0.16667,0.1625
2003-03-05,5176.0,0.06667,0.125,0.095835
2003-03-06,5134.0,0.08333,0.11667,0.1
2003-03-07,5072.0,0.075,0.09167,0.0833349999999999
2003-03-10,5093.0,0.09167,0.08333,0.0875
2003-03-11,4996.0,0.06667,0.075,0.070835
2003-03-12,4979.0,0.18333,0.05833,0.1208299999999999
2003-03-13,4850.0,0.25,0.05833,0.154165
2003-03-14,5027.0,0.43333,0.08333,0.25833
2003-03-17,4837.0,0.125,0.15,0.1375
2003-03-18,5043.0,0.6,0.225,0.4125
2003-03-19,5065.0,0.66667,0.31667,0.49167
2003-03-20,5286.0,0.8916700000000001,0.55,0.7208350000000001
2003-03-21,5357.0,0.91667,0.73333,0.825
2003-03-24,5298.0,0.925,0.81667,0.870835
2003-03-25,5163.0,0.5,0.85,0.675
2003-03-26,5154.0,0.54167,0.8916700000000001,0.71667
2003-03-27,5114.0,0.45833,0.90833,0.68333
2003-03-28,5169.0,0.475,0.88333,0.679165
2003-03-31,4996.0,0.2,0.65833,0.429165
2003-04-01,4996.0,0.2833299999999999,0.33333,0.30833
2003-04-02,5059.0,0.5,0.25,0.375
2003-04-03,5093.0,0.725,0.30833,0.5166649999999999
2003-04-04,5191.0,0.8250000000000001,0.50833,0.6666650000000001
2003-04-07,5470.0,0.95833,0.65833,0.80833
2003-04-08,5457.0,0.93333,0.8,0.866665
2003-04-09,5314.0,0.8250000000000001,0.88333,0.8541650000000001
2003-04-10,5343.0,0.875,0.925,0.9
2003-04-11,5406.0,0.80833,0.93333,0.87083
2003-04-14,5533.0,0.9,0.94167,0.920835
2003-04-15,5611.0,0.8916700000000001,0.93333,0.9125
2003-04-16,5778.0,0.96667,0.925,0.945835
2003-04-17,5703.0,0.875,0.85,0.8625
2003-04-18,5816.0,0.9,0.9,0.9
2003-04-21,5801.0,0.85,0.95,0.9
2003-04-22,5611.0,0.45833,0.98333,0.7208300000000001
2003-04-23,5581.0,0.325,0.925,0.625
2003-04-24,5478.0,0.19167,0.78333,0.4875
2003-04-25,5286.0,0.08333,0.49167,0.2875
2003-04-28,5298.0,0.08333,0.25833,0.17083
2003-04-29,5598.0,0.45,0.2,0.325
2003-04-30,5590.0,0.5166700000000001,0.15,0.333335
2003-05-02,5583.0,0.59167,0.15,0.370835
2003-05-06,5622.0,0.75,0.21667,0.483335
2003-05-07,5739.0,0.80833,0.425,0.616665
2003-05-09,5785.0,0.84167,0.725,0.783335
2003-05-12,5877.0,0.925,0.925,0.925
2003-05-13,5701.0,0.78333,0.925,0.8541650000000001
2003-05-14,5649.0,0.71667,0.90833,0.8125
2003-05-15,5747.0,0.75,0.9,0.825
2003-05-16,5658.0,0.59167,0.9,0.745835
2003-05-19,5497.0,0.36667,0.79167,0.57917
2003-05-20,5571.0,0.425,0.69167,0.558335
2003-05-21,5549.0,0.38333,0.49167,0.4375
2003-05-22,5482.0,0.39167,0.41667,0.40417
2003-05-23,5666.0,0.54167,0.43333,0.4875
2003-05-26,5694.0,0.74167,0.475,0.6083350000000001
2003-05-27,5666.0,0.66667,0.45,0.558335
2003-05-28,5810.0,0.85833,0.55,0.704165
2003-05-29,5846.0,0.80833,0.71667,0.7625
2003-05-30,5846.0,0.65833,0.8,0.7291650000000001
2003-06-02,6017.0,0.75833,0.875,0.816665
2003-06-03,5899.0,0.53333,0.88333,0.7083299999999999
2003-06-04,5914.0,0.55833,0.74167,0.65
2003-06-05,5935.0,0.55833,0.7000000000000001,0.629165
2003-06-09,6017.0,0.525,0.63333,0.5791649999999999
2003-06-10,6054.0,0.50833,0.59167,0.55
2003-06-11,6038.0,0.5,0.56667,0.533335
2003-06-12,6118.0,0.6,0.50833,0.554165
2003-06-13,6164.0,0.6416700000000001,0.54167,0.59167
2003-06-16,6095.0,0.56667,0.5750000000000001,0.570835
2003-06-17,6253.0,0.7000000000000001,0.6,0.65
2003-06-18,6258.0,0.59167,0.65833,0.625
2003-06-19,6411.0,0.63333,0.68333,0.65833
2003-06-20,6381.0,0.55,0.65,0.6000000000000001
2003-06-23,6265.0,0.35833,0.63333,0.49583
2003-06-24,6164.0,0.25833,0.53333,0.39583
2003-06-25,6280.0,0.375,0.48333,0.429165
2003-06-26,6303.0,0.30833,0.4,0.354165
2003-06-27,6325.0,0.43333,0.325,0.379165
2003-06-30,6239.0,0.38333,0.3,0.341665
2003-07-01,6280.0,0.4,0.3,0.35
2003-07-02,6381.0,0.60833,0.325,0.466665
2003-07-03,6388.0,0.45,0.425,0.4375
2003-07-04,6471.0,0.50833,0.5,0.504165
2003-07-07,6590.0,0.61667,0.55833,0.5875
2003-07-08,6640.0,0.5166700000000001,0.59167,0.55417
2003-07-09,6597.0,0.44167,0.58333,0.5125
2003-07-10,6567.0,0.375,0.5750000000000001,0.475
2003-07-11,6567.0,0.33333,0.53333,0.43333
2003-07-14,6719.0,0.46667,0.5,0.483335
2003-07-15,6640.0,0.34167,0.48333,0.4125
2003-07-16,6690.0,0.3,0.35833,0.329165
2003-07-18,6541.0,0.19167,0.3,0.245835
2003-07-21,6477.0,0.14167,0.275,0.208335
2003-07-22,6547.0,0.18333,0.225,0.2041649999999999
2003-07-23,6503.0,0.29167,0.225,0.258335
2003-07-24,6597.0,0.4,0.225,0.3125
2003-07-25,6590.0,0.43333,0.225,0.329165
2003-07-28,6712.0,0.675,0.25833,0.466665
2003-07-29,6771.0,0.66667,0.35833,0.5125
2003-07-30,6690.0,0.55,0.54167,0.5458350000000001
2003-07-31,6674.0,0.55,0.63333,0.591665
2003-08-01,6841.0,0.7000000000000001,0.71667,0.708335
2003-08-04,6754.0,0.4,0.69167,0.5458350000000001
2003-08-05,6780.0,0.45833,0.625,0.5416650000000001
2003-08-06,6640.0,0.325,0.5750000000000001,0.45
2003-08-07,6655.0,0.4083299999999999,0.5,0.454165
2003-08-08,6590.0,0.36667,0.43333,0.4
2003-08-11,6597.0,0.325,0.39167,0.358335
2003-08-12,6574.0,0.36667,0.33333,0.35
2003-08-13,6719.0,0.54167,0.35833,0.4499999999999999
2003-08-14,6762.0,0.60833,0.425,0.516665
2003-08-18,6874.0,0.68333,0.50833,0.59583
2003-08-19,6956.0,0.775,0.61667,0.695835
2003-08-20,6926.0,0.70833,0.69167,0.7
2003-08-21,7102.0,0.8,0.78333,0.7916650000000001
2003-08-22,7079.0,0.75,0.79167,0.7708349999999999
2003-08-25,7116.0,0.65,0.80833,0.7291650000000001
2003-08-26,7072.0,0.54167,0.775,0.658335
2003-08-27,7131.0,0.6,0.73333,0.6666650000000001
2003-08-28,7044.0,0.38333,0.66667,0.525
2003-08-29,7116.0,0.48333,0.625,0.554165
2003-09-01,7167.0,0.525,0.56667,0.5458350000000001
2003-09-02,7196.0,0.5750000000000001,0.46667,0.520835
2003-09-03,7178.0,0.58333,0.49167,0.5375000000000001
2003-09-04,7167.0,0.425,0.50833,0.466665
2003-09-05,7146.0,0.45833,0.50833,0.48333
2003-09-08,7137.0,0.36667,0.54167,0.4541699999999999
2003-09-09,7217.0,0.41667,0.54167,0.47917
2003-09-15,7085.0,0.34167,0.45833,0.4
2003-09-16,7172.0,0.45,0.41667,0.433335
2003-09-17,7188.0,0.50833,0.4,0.454165
2003-09-18,7116.0,0.39167,0.35833,0.375
2003-09-19,6994.0,0.2833299999999999,0.3,0.2916649999999999
2003-09-22,6696.0,0.11667,0.29167,0.20417
2003-09-23,6740.0,0.11667,0.29167,0.20417
2003-09-24,6792.0,0.19167,0.21667,0.20417
2003-09-25,6640.0,0.2,0.16667,0.183335
2003-09-26,6554.0,0.11667,0.11667,0.11667
2003-09-29,6524.0,0.20833,0.1,0.154165
2003-09-30,6524.0,0.25,0.075,0.1625
2003-10-01,6625.0,0.30833,0.14167,0.2249999999999999
2003-10-02,6727.0,0.50833,0.24167,0.375
2003-10-06,6780.0,0.65,0.26667,0.458335
2003-10-07,6814.0,0.65833,0.33333,0.49583
2003-10-08,6762.0,0.5166700000000001,0.525,0.520835
2003-10-09,6888.0,0.61667,0.59167,0.6041700000000001
2003-10-10,7167.0,0.81667,0.74167,0.77917
2003-10-13,7172.0,0.74167,0.75833,0.75
2003-10-14,7265.0,0.7666700000000001,0.74167,0.75417
2003-10-15,7217.0,0.7000000000000001,0.74167,0.7208350000000001
2003-10-16,7350.0,0.73333,0.75,0.741665
2003-10-17,7307.0,0.60833,0.78333,0.69583
2003-10-20,7395.0,0.69167,0.79167,0.74167
2003-10-21,7386.0,0.63333,0.75833,0.69583
2003-10-22,7386.0,0.50833,0.7000000000000001,0.6041650000000001
2003-10-23,7123.0,0.15,0.56667,0.358335
2003-10-24,7092.0,0.14167,0.5,0.320835
2003-10-27,7196.0,0.30833,0.39167,0.35
2003-10-28,7386.0,0.48333,0.34167,0.4125
2003-10-29,7424.0,0.54167,0.2833299999999999,0.4125
2003-10-30,7507.0,0.63333,0.26667,0.4499999999999999
2003-10-31,7446.0,0.6,0.3,0.4499999999999999
2003-11-03,7553.0,0.71667,0.5166700000000001,0.61667
2003-11-04,7546.0,0.6416700000000001,0.70833,0.675
2003-11-05,7680.0,0.75833,0.74167,0.75
2003-11-06,7510.0,0.55833,0.71667,0.6375
2003-11-07,7649.0,0.66667,0.7000000000000001,0.683335
2003-11-10,7546.0,0.5166700000000001,0.675,0.5958350000000001
2003-11-11,7469.0,0.44167,0.68333,0.5625
2003-11-12,7576.0,0.53333,0.6416700000000001,0.5875
2003-11-13,7729.0,0.80833,0.63333,0.72083
2003-11-14,7717.0,0.75,0.59167,0.6708350000000001
2003-11-17,7546.0,0.63333,0.6416700000000001,0.6375
2003-11-18,7649.0,0.66667,0.675,0.6708350000000001
2003-11-19,7334.0,0.31667,0.65833,0.4875
2003-11-20,7327.0,0.20833,0.65,0.429165
2003-11-21,7327.0,0.14167,0.50833,0.3249999999999999
2003-11-24,7161.0,0.11667,0.375,0.245835
2003-11-25,7307.0,0.2,0.20833,0.2041649999999999
2003-11-26,7469.0,0.5,0.14167,0.320835
2003-11-27,7439.0,0.6,0.15833,0.379165
2003-11-28,7602.0,0.80833,0.24167,0.525
2003-12-01,7722.0,0.85,0.4,0.625
2003-12-02,7680.0,0.86667,0.65,0.758335
2003-12-03,7680.0,0.8,0.8,0.8
2003-12-04,7644.0,0.71667,0.875,0.7958350000000001
2003-12-05,7469.0,0.5166700000000001,0.88333,0.7
2003-12-08,7424.0,0.36667,0.85833,0.6125
2003-12-09,7446.0,0.45,0.70833,0.579165
2003-12-10,7560.0,0.5,0.58333,0.5416650000000001
2003-12-11,7569.0,0.39167,0.475,0.433335
2003-12-12,7649.0,0.66667,0.45833,0.5625
2003-12-15,7789.0,0.8250000000000001,0.5166700000000001,0.6708350000000001
2003-12-16,7649.0,0.65833,0.59167,0.625
2003-12-17,7546.0,0.55,0.69167,0.620835
2003-12-18,7611.0,0.56667,0.73333,0.65
2003-12-19,7664.0,0.5166700000000001,0.69167,0.6041700000000001
2003-12-22,7611.0,0.34167,0.675,0.508335
2003-12-23,7602.0,0.31667,0.61667,0.46667
2003-12-24,7517.0,0.2833299999999999,0.5,0.391665
2003-12-26,7498.0,0.26667,0.4,0.333335
2003-12-29,7672.0,0.38333,0.2833299999999999,0.33333
2003-12-30,7835.0,0.625,0.26667,0.445835
2004-01-02,7974.0,0.70833,0.30833,0.50833
2004-01-05,7974.0,0.70833,0.44167,0.575
2004-01-06,7974.0,0.61667,0.56667,0.59167
2004-01-07,8049.0,0.5750000000000001,0.675,0.625
2004-01-08,8080.0,0.44167,0.71667,0.57917
2004-01-09,8228.0,0.46667,0.73333,0.6000000000000001
2004-01-12,8302.0,0.39167,0.61667,0.50417
2004-01-13,8273.0,0.39167,0.49167,0.44167
2004-01-14,8332.0,0.475,0.41667,0.445835
2004-01-15,8250.0,0.35833,0.4083299999999999,0.3833299999999999
2004-01-16,8273.0,0.4083299999999999,0.4083299999999999,0.4083299999999999
2004-01-19,8381.0,0.425,0.41667,0.420835
2004-01-20,8390.0,0.525,0.44167,0.483335
2004-01-26,8493.0,0.44167,0.425,0.433335
2004-01-27,8435.0,0.41667,0.45,0.433335
2004-01-28,8419.0,0.33333,0.375,0.354165
2004-01-29,8346.0,0.325,0.4,0.3625
2004-01-30,8287.0,0.34167,0.38333,0.3625
2004-02-02,8338.0,0.4083299999999999,0.38333,0.39583
2004-02-03,8191.0,0.4083299999999999,0.325,0.366665
2004-02-04,8172.0,0.4,0.375,0.3875
2004-02-05,8213.0,0.48333,0.375,0.429165
2004-02-06,8346.0,0.46667,0.4083299999999999,0.4375
2004-02-09,8470.0,0.54167,0.45,0.495835
2004-02-10,8470.0,0.58333,0.5166700000000001,0.55
2004-02-11,8580.0,0.59167,0.55833,0.575
2004-02-12,8589.0,0.58333,0.58333,0.58333
2004-02-13,8654.0,0.525,0.61667,0.570835
2004-02-16,8640.0,0.475,0.63333,0.554165
2004-02-17,8661.0,0.46667,0.6,0.533335
2004-02-18,8595.0,0.475,0.58333,0.529165
2004-02-19,8589.0,0.45833,0.5750000000000001,0.516665
2004-02-20,8595.0,0.41667,0.5,0.458335
2004-02-23,8610.0,0.49167,0.45,0.470835
2004-02-24,8470.0,0.35,0.425,0.3875
2004-02-25,8501.0,0.41667,0.4083299999999999,0.4125
2004-02-26,8460.0,0.41667,0.425,0.420835
2004-02-27,8647.0,0.525,0.4083299999999999,0.466665
2004-03-02,8795.0,0.675,0.50833,0.591665
2004-03-03,8764.0,0.63333,0.53333,0.5833299999999999
2004-03-04,8917.0,0.7000000000000001,0.55,0.625
2004-03-05,8868.0,0.6416700000000001,0.63333,0.6375
2004-03-08,8820.0,0.6,0.65833,0.629165
2004-03-09,8723.0,0.5166700000000001,0.725,0.620835
2004-03-10,8572.0,0.36667,0.66667,0.51667
2004-03-11,8572.0,0.26667,0.59167,0.42917
2004-03-12,8316.0,0.11667,0.48333,0.3
2004-03-15,8346.0,0.175,0.33333,0.254165
2004-03-16,8259.0,0.225,0.21667,0.220835
2004-03-17,8559.0,0.45833,0.175,0.316665
2004-03-18,8544.0,0.525,0.19167,0.358335
2004-03-19,8647.0,0.69167,0.20833,0.45
2004-03-22,8427.0,0.39167,0.2833299999999999,0.3375
2004-03-23,8470.0,0.5166700000000001,0.4083299999999999,0.4625
2004-03-24,8435.0,0.30833,0.6,0.454165
2004-03-25,8346.0,0.31667,0.61667,0.46667
2004-03-26,8485.0,0.375,0.46667,0.420835
2004-03-29,8589.0,0.5,0.39167,0.445835
2004-03-30,8559.0,0.45833,0.3,0.379165
2004-03-31,8616.0,0.525,0.35,0.4375
2004-04-01,8678.0,0.53333,0.39167,0.4625
2004-04-02,8708.0,0.65833,0.50833,0.5833299999999999
2004-04-06,8882.0,0.68333,0.61667,0.65
2004-04-07,8934.0,0.73333,0.71667,0.7250000000000001
2004-04-08,8960.0,0.6416700000000001,0.7000000000000001,0.6708350000000001
2004-04-09,8838.0,0.475,0.71667,0.595835
2004-04-12,9003.0,0.58333,0.71667,0.65
2004-04-13,8960.0,0.50833,0.74167,0.625
2004-04-14,8940.0,0.43333,0.66667,0.55
2004-04-16,8780.0,0.375,0.53333,0.454165
2004-04-19,8804.0,0.4,0.48333,0.441665
2004-04-20,8960.0,0.6,0.425,0.5125
2004-04-21,9039.0,0.53333,0.45833,0.49583
2004-04-22,8989.0,0.53333,0.48333,0.50833
2004-04-23,9083.0,0.5750000000000001,0.5,0.5375000000000001
2004-04-26,8940.0,0.48333,0.55,0.516665
2004-04-27,8901.0,0.425,0.55833,0.491665
2004-04-28,8723.0,0.26667,0.5750000000000001,0.420835
2004-04-29,8481.0,0.16667,0.475,0.320835
2004-04-30,8339.0,0.19167,0.34167,0.26667
2004-05-03,8377.0,0.225,0.20833,0.216665
2004-05-04,8458.0,0.25,0.175,0.2125
2004-05-06,8137.0,0.15,0.15,0.15
2004-05-07,8150.0,0.14167,0.14167,0.14167
2004-05-10,7631.0,0.075,0.11667,0.095835
2004-05-11,7631.0,0.06667,0.11667,0.09167
2004-05-12,7870.0,0.15,0.125,0.1375
2004-05-13,7662.0,0.125,0.075,0.1
2004-05-14,7373.0,0.10833,0.05833,0.08333
2004-05-17,7030.0,0.09167,0.04167,0.06667
2004-05-18,7183.0,0.08333,0.05833,0.07083
2004-05-19,7555.0,0.5,0.06667,0.283335
2004-05-20,7373.0,0.34167,0.13333,0.2375
2004-05-21,7571.0,0.5750000000000001,0.175,0.375
2004-05-24,7669.0,0.75833,0.21667,0.4875
2004-05-25,7453.0,0.6416700000000001,0.325,0.483335
2004-05-27,7714.0,0.7666700000000001,0.55833,0.6625000000000001
2004-05-28,7853.0,0.74167,0.75,0.745835
2004-05-31,7976.0,0.60833,0.81667,0.7125
2004-06-01,7828.0,0.73333,0.78333,0.75833
2004-06-02,7693.0,0.6,0.70833,0.654165
2004-06-03,7373.0,0.225,0.63333,0.4291649999999999
2004-06-04,7453.0,0.31667,0.54167,0.42917
2004-06-07,7766.0,0.75,0.53333,0.6416649999999999
2004-06-08,7759.0,0.71667,0.49167,0.6041700000000001
2004-06-09,7622.0,0.50833,0.48333,0.49583
2004-06-10,7439.0,0.43333,0.475,0.454165
2004-06-11,7073.0,0.14167,0.46667,0.30417
2004-06-14,7010.0,0.11667,0.45,0.283335
2004-06-15,7158.0,0.225,0.43333,0.329165
2004-06-16,7150.0,0.2,0.29167,0.245835
2004-06-17,7243.0,0.2833299999999999,0.16667,0.2249999999999999
2004-06-18,7062.0,0.26667,0.1,0.183335
2004-06-21,7171.0,0.2833299999999999,0.15,0.216665
2004-06-22,7206.0,0.375,0.2333299999999999,0.304165
2004-06-23,7104.0,0.21667,0.2833299999999999,0.25
2004-06-24,7333.0,0.45,0.39167,0.420835
2004-06-25,7477.0,0.66667,0.36667,0.51667
2004-06-28,7401.0,0.60833,0.375,0.491665
2004-06-29,7485.0,0.75,0.425,0.5875
2004-06-30,7579.0,0.86667,0.58333,0.7250000000000001
2004-07-01,7485.0,0.85833,0.69167,0.775
2004-07-02,7252.0,0.48333,0.8,0.641665
2004-07-05,7271.0,0.475,0.79167,0.633335
2004-07-06,7326.0,0.45,0.75,0.6
2004-07-07,7305.0,0.425,0.68333,0.554165
2004-07-08,7125.0,0.325,0.50833,0.4166649999999999
2004-07-09,7141.0,0.34167,0.38333,0.3625
2004-07-12,7133.0,0.35833,0.34167,0.35
2004-07-13,7198.0,0.43333,0.34167,0.3875
2004-07-14,7053.0,0.325,0.36667,0.345835
2004-07-15,7037.0,0.29167,0.36667,0.32917
2004-07-16,7095.0,0.39167,0.34167,0.36667
2004-07-19,7193.0,0.6,0.4083299999999999,0.504165
2004-07-20,7067.0,0.4,0.43333,0.416665
2004-07-21,7198.0,0.66667,0.4083299999999999,0.5375
2004-07-22,7104.0,0.425,0.39167,0.408335
2004-07-23,7037.0,0.46667,0.50833,0.4875
2004-07-26,7067.0,0.30833,0.525,0.416665
2004-07-27,7110.0,0.41667,0.5166700000000001,0.46667
2004-07-28,7150.0,0.475,0.46667,0.470835
2004-07-29,7003.0,0.25,0.38333,0.316665
2004-07-30,7067.0,0.38333,0.36667,0.375
2004-08-02,6915.0,0.20833,0.29167,0.25
2004-08-03,6949.0,0.33333,0.33333,0.33333
2004-08-04,6933.0,0.33333,0.325,0.329165
2004-08-05,7125.0,0.525,0.325,0.425
2004-08-06,7010.0,0.48333,0.325,0.404165
2004-08-09,7104.0,0.725,0.4,0.5625
2004-08-10,7183.0,0.75,0.49167,0.620835
2004-08-11,7171.0,0.74167,0.6,0.6708350000000001
2004-08-12,7305.0,0.81667,0.775,0.7958350000000001
2004-08-13,7453.0,0.8916700000000001,0.86667,0.87917
2004-08-16,7381.0,0.83333,0.9,0.866665
2004-08-17,7326.0,0.81667,0.90833,0.8625
2004-08-18,7381.0,0.75,0.88333,0.816665
2004-08-19,7511.0,0.8250000000000001,0.88333,0.8541650000000001
2004-08-20,7499.0,0.73333,0.8916700000000001,0.8125
2004-08-23,7492.0,0.69167,0.875,0.783335
2004-08-24,7518.0,0.69167,0.7666700000000001,0.7291700000000001
2004-08-25,7622.0,0.78333,0.75,0.7666649999999999
2004-08-26,7647.0,0.75833,0.78333,0.7708299999999999
2004-08-27,7669.0,0.73333,0.78333,0.75833
2004-08-30,7639.0,0.59167,0.7666700000000001,0.67917
2004-08-31,7631.0,0.70833,0.74167,0.7250000000000001
2004-09-01,7766.0,0.84167,0.78333,0.8125
2004-09-02,7828.0,0.875,0.8,0.8375
2004-09-03,7775.0,0.8,0.83333,0.816665
2004-09-06,7820.0,0.775,0.8250000000000001,0.8
2004-09-07,7789.0,0.65833,0.81667,0.7375
2004-09-08,7766.0,0.54167,0.83333,0.6875
2004-09-09,7766.0,0.5750000000000001,0.83333,0.704165
2004-09-10,7954.0,0.5750000000000001,0.7666700000000001,0.6708350000000001
2004-09-13,8118.0,0.63333,0.69167,0.6625
2004-09-14,8145.0,0.50833,0.65,0.5791649999999999
2004-09-15,8125.0,0.525,0.5750000000000001,0.55
2004-09-16,8220.0,0.61667,0.5750000000000001,0.5958350000000001
2004-09-17,8125.0,0.59167,0.59167,0.59167
2004-09-20,8191.0,0.725,0.6416700000000001,0.683335
2004-09-21,8227.0,0.66667,0.66667,0.66667
2004-09-22,7996.0,0.30833,0.6,0.454165
2004-09-23,7962.0,0.2333299999999999,0.5750000000000001,0.404165
2004-09-24,7948.0,0.34167,0.50833,0.425
2004-09-30,8170.0,0.45,0.45,0.45
2004-10-01,8118.0,0.56667,0.375,0.470835
2004-10-04,8442.0,0.925,0.35,0.6375000000000001
2004-10-05,8473.0,0.875,0.425,0.65
2004-10-06,8525.0,0.8,0.61667,0.708335
2004-10-07,8464.0,0.73333,0.80833,0.77083
2004-10-08,8473.0,0.65833,0.91667,0.7875
2004-10-11,8442.0,0.625,0.925,0.775
2004-10-12,8177.0,0.4,0.84167,0.620835
2004-10-13,8177.0,0.43333,0.70833,0.57083
2004-10-14,8095.0,0.34167,0.525,0.433335
2004-10-15,8010.0,0.25833,0.44167,0.35
2004-10-18,8085.0,0.375,0.43333,0.404165
2004-10-19,8177.0,0.48333,0.34167,0.4125
2004-10-20,7909.0,0.225,0.3,0.2625
2004-10-21,7820.0,0.15,0.26667,0.208335
2004-10-22,7894.0,0.21667,0.29167,0.25417
2004-10-25,7705.0,0.125,0.275,0.2
2004-10-26,7735.0,0.25833,0.2333299999999999,0.24583
2004-10-27,7721.0,0.30833,0.175,0.241665
2004-10-28,7996.0,0.65833,0.19167,0.425
